nid
1212192
1235058
1200262
1236650
1961294
1209723
1209439
1210738
1980968
1215979
1235057
1205214
1219440
1209491
1201327
1192591
1214374
1198338
1203292
1202830
1613567
1212128
1371178
2284892
1210059
1199849
1208160
1205457
1235053
1193168
1195040
2020676
1225160
1223238
1217890
1234746
1754052
2042621
1192504
1209314
1209052
1208404
1204677
1211786
1195081
1259541
1206193
1210668
1202677
1451317
1234823
1194503
1704368
1194632
1209002
1208088
1207968
1206992
1204705
1231903
1203084
1229829
1193790
1491081
1212707
1203815
1377045
1197088
1209792
1202054
1231731
1918465
1240611
1195008
1760548
1950444
1661234
1234360
1208111
1906199
1204964
1196202
1372447
1196726
1207068
1215540
1651350
1808876
1961265
1885287
1233661
1211513
1218589
1209942
1210899
1220541
1210428
1715969
1208023
1198354
1805656
1196219
1209896
1194111
1195308
1210320
1835824
2180474
2163153
1207970
2304602
1210670
1211700
1224199
1209570
1234401
1193948
1961313
1222094
1961293
1197623
2141615
1209722
1210125
1193915
2162793
1205072
2144676
1961343
2163126
1209506
1210233
1208494
2063875
1206968
1204698
1208491
1221640
1235181
2055085
1207532
1210201
1237886
2057665
1197443
1212765
1196249
1199681
1232683
1216384
1209430
1197348
1915374
1194898
1208659
1198452
2149612
1216886
1199812
1208307
1213884
1217462
1213695
1212572
1212959
1235945
1196964
1220847
1209238
1209159
1211401
1225076
1222656
1203482
1233277
1235480
1232311
1212061
1211598
1212727
1194410
1422044
1211254
1451254
1234586
1213653
2258895
1236440
1210590
1194619
1233482
1208077
1233590
1220818
1200348
1207401
1204291
1195748
1206983
1207069
1210069
1235358
1210326
1194836
1208356
1207822
1202606
1192640
2139427
1199791
1196187
1197039
2141622
1211321
2066299
1212659
2163140
1372404
1194902
1239137
1202828
1218167
1235395
1231673
1198369
1422059
1215941
1236655
1197038
1234792
1222166
1203342
1704157
1219523
1232782
1210559
1195893
1963054
1657991
1207531
1207395
1208255
2024823
1238772
1235426
1209202
1205965
1209780
2180476
2293234
1211180
1212066
1193918
1715455
1194642
1950447
1205092
2141355
1645088
1211390
1899751
1234495
1371166
1232758
1209425
1235931
1208577
1213076
1961344
1220400
1234478
1208148
1208975
1220754
2211425
1196435
1217800
1220058
1209514
1377933
1202335
1235657
2163146
1205250
1233949
1809197
1645376
1204902
1210333
1196796
1217742
1201982
1212674
1214417
1491078
1203522
1377031
1212110
1202824
1194897
1214681
1236441
1209051
1207981
1235344
1195207
1204687
1225754
1193946
1215668
1194748
1201940
1738511
1221374
1192748
1203691
1219866
1195973
1758340
1211585
1213183
1209808
1211609
2042935
2059461
1229491
1211104
1221460
1203256
1961314
1210244
1207005
2066296
1422035
1204250
1207524
1961268
2074953
1208973
1208357
1238416
1197802
2113196
1873258
1208646
2162786
1666223
1195241
1194448
1210510
1234689
1209032
2149868
1491073
1217073
1211597
1199803
1617476
1208308
2011568
1206089
1680197
2055089
2163135
1210694
1215341
1228116
1236649
1810444
1196026
1192822
1231957
1197577
1222125
1212865
2163152
1211507
1208600
1240969
1207266
1210179
1216709
2266808
1209280
1216366
1209263
1198526
1221220
1204805
1208013
1195983
1615384
1203794
1211194
1232711
1237171
1234052
1214219
1824404
1205191
1208015
1204379
1235627
1212695
1208968
1196129
2211424
1210872
1211512
1211171
1210708
1195797
1202027
1210403
1961334
1236529
1209769
1212067
1952933
1922133
2011763
1212805
1192429
1207468
2053865
1235937
1438982
1234513
1212592
1233998
2076771
1233481
1211948
1205335
1212686
1197029
1203506
1206554
1235666
1208684
1209943
1198355
1192780
1197819
1219338
1199744
1215352
1194892
1210112
1207780
1196605
1210589
1194879
1207858
1203242
1234011
1208879
1212660
1372395
1214389
1193358
1209835
1210654
1208378
1211313
1202100
1233918
1197280
1235887
1961290
1203371
1235606
1201989
1987812
1209397
1194951
1219508
1194633
1233775
1215252
1207809
1377915
1207629
1208154
2263750
1209955
1210429
1205256
1209470
1209554
1235367
1225900
1236573
1195271
1194450
1238080
1491070
1211418
1208938
1220298
1203192
1220473
1194960
1202020
1221760
1193565
1220641
1192523
1212829
1209871
1193975
1235992
1235232
1196115
2063877
1193883
2021176
1455980
1196171
1952935
1195839
1239104
1646743
1230305
1208501
1209822
1897799
1868323
1236537
1961339
1228545
1737801
1195678
1209010
1216178
1718596
1738632
1439790
1371179
2011765
1231089
1204719
1867441
1455978
1201923
1216987
1235099
1234347
1628088
1195859
1234541
1209921
1206732
1193344
1209744
1197993
1223721
1237663
1203937
1210649
2172894
1231168
2163149
2282181
1209727
1221537
1234450
1195192
1233662
1208986
1961311
1209227
1207244
1961285
1209380
1233784
1203963
1199037
2303669
1217057
1195896
1985349
1372391
1210356
1224833
1202377
1706866
2211427
1615854
1219492
1457941
1234735
1205379
2141628
2057253
1230458
1208073
1221135
1212889
1208439
1210186
1208674
1192795
1193862
1204472
1204042
1208673
1207467
1204657
1199455
1194372
1202026
1236460
1236109
1212719
2119130
2146275
2042784
1234890
2278063
2176855
2066311
1206958
1215266
1203360
1216256
1207755
1210036
2171196
1236541
1192458
1210718
1421872
1194461
1210032
1422026
2053868
1204842
1211639
1218749
1193934
1210264
1222495
1212060
1235961
1193671
1209407
1203445
1208952
2076890
1199035
1961271
1234137
2212335
1200368
1193367
1210853
1233474
1211981
1236121
1199319
1235162
1920802
1195858
1738235
1215372
1962510
1236343
1210108
1211369
1196201
1210581
1199833
1231398
1235862
1204363
1203166
2300285
1233649
1210224
1192653
2034422
1814054
1959017
1212623
1944204
1898291
1196005
1197322
1201981
1211596
1210367
1216626
1230052
1224552
1236528
1209860
1235522
1234479
1209019
1209557
1201662
1961300
1206821
1210573
1209879
1210378
1193399
1194250
1193989
1194918
1202163
1211649
1194223
1616148
1457942
1209081
1209762
1421650
1210344
1210405
1220560
1209556
1196353
1207868
1211915
1213169
1236688
1203010
1195164
2162797
1961359
2140294
1234988
1234824
1193789
2057101
2121536
1221153
2057472
1212987
1748525
1219997
1209090
1202539
1236619
1220393
1216786
1207842
1212706
1210115
1209350
1206294
1209005
1455691
1212850
1219377
1234425
1208207
1213134
1646999
1194703
1235098
1377905
1208459
1659819
1236317
1918090
1212025
1215868
1228038
1202378
1232291
1630204
1194928
1239144
1236436
1235501
1232573
1197730
1193028
1212615
1208381
1236411
1204314
1224696
1195971
1234850
1234136
1221596
1233697
1434132
1202063
1196614
1966088
1233458
1705448
2211426
1989140
1738236
1738677
1371167
1199343
1202000
1216879
1210079
1195240
1210868
1208187
1198073
1196160
1961362
1199841
1228537
1204126
2014932
1211159
1231386
1220669
1209408
2043009
1203191
2163145
1195201
1208769
1238050
2149607
1192459
1192592
2141624
1208775
2077363
1210318
1234898
1213060
1204400
1209880
1457938
1208406
1192667
1193576
1209304
1195794
1616149
1208573
1215759
1218527
1907290
1657987
1202098
1199931
1234984
1939051
1206874
2278745
1209365
1210028
1196155
1961295
1215487
1748522
1961269
1194277
1199363
1225027
1196264
1235733
1193553
1233983
1216179
1207204
1211147
1204359
2162802
1238439
1202658
1211279
1203446
1225036
1235975
1192803
1645081
1197516
1208740
1232301
1203395
1210706
1221976
1195698
1204529
1209038
1788602
1235373
1211440
2112352
1210459
1207641
1219845
1219350
2141874
1208159
1225387
1215617
1207830
1198382
1206890
2136004
1216294
2160821
1240117
1192469
1209687
2066307
1209368
1206292
1209538
1236503
1209567
1212753
1196065
1211413
2237823
1234112
1210308
1235271
1210423
1195365
1195146
1203728
1204144
1236191
1210533
1990735
2066806
1233551
1235863
1211035
1961366
1209710
1206606
1206856
1196234
1195836
1371180
1211393
1211466
2077364
1235769
1960065
1209361
1218276
1210355
2298332
1212315
1201841
1792437
1211156
1208933
1208923
1234731
1195102
1193579
1810134
1202190
1221010
1377911
1630473
1202079
1202167
1211434
1961298
1195709
1198307
1209888
2005922
1637457
1199364
1197331
1204062
1235097
1476901
1192511
1201999
2142446
1372368
1237382
1194521
1372431
1197799
1209307
1843674
1203950
1204601
1207894
1216328
1207004
1509017
1230898
1240295
1212784
1235019
2011519
2043007
1193453
1236535
2172680
1224101
1207648
2279754
1194468
1207851
1208166
2136001
1233644
2141610
1207161
1209717
1208633
2015555
1709761
1210126
1235072
1371126
2055090
1209695
1202456
1203575
1208736
1216998
1234191
1961357
1212754
1657984
1215051
1195780
1201758
1900778
1204574
1209741
1234069
1235770
1234302
1208782
1233628
1235268
1218204
1194664
1193389
1211191
1213454
1234204
1237733
1210240
1204052
1203351
1208428
1197572
1193896
1204292
1199930
1210532
1210304
1221104
1195936
1215603
1233989
1235404
2163142
1209339
1235665
1210255
1195848
1212129
1234784
1235386
1208914
2162801
1212545
1469379
1195707
1377948
1209581
1212139
1208755
1372364
1234747
1212059
1235991
1192560
1196067
1207864
2236768
1208953
1202736
1844998
1202111
1236094
1210037
1211679
1205264
1207264
1210395
1198702
1209765
1192477
1194603
1194512
2034413
1195849
1195053
1199940
1234990
2011517
1377053
1206840
1199925
1208188
1208707
1192940
2305174
1203690
2042833
1646582
1235978
1961364
1443242
1208708
1209966
2066313
1210980
1209535
1209180
1193604
1230414
1730204
1219111
1197892
1204035
1230214
1462808
1235332
1195758
1236128
1204563
1199960
1223861
1216208
1194272
1235084
1192455
1207883
1207776
1206395
1207915
1208757
1208210
2211429
1219351
1756826
1204116
1192685
1195778
2055093
1206559
2162778
1211075
1209939
1219921
1203559
2133199
1210862
1201808
1212150
1230415
1209751
1218883
1210557
1219894
1221714
1792438
1211323
1219184
1219654
1214129
1208796
1210248
1208842
1203825
1859276
1234323
1206300
1194352
1238085
1457274
1813440
1472450
1372384
1208516
1238639
1207218
1212416
1216884
1213283
1197296
1207993
1236751
1237371
1236172
1192883
1508344
1961136
1904288
1194345
1192804
1195734
1241311
1707212
1377177
1192573
2258897
1371125
2172719
1219441
2300286
2280175
1216100
1201945
1234506
2011727
1656968
1913428
1199351
1241237
1239385
1235415
1208735
2162807
1204082
1209593
1209680
1233761
1228281
1195184
1234206
1635048
1234190
1371198
1201444
1220212
1193368
1219340
1233938
1202277
1197281
1209021
1225383
1234449
1207049
1961358
1208683
1210305
1201683
1221197
1195635
1212264
2019892
1192260
1203083
2015737
2141611
2116673
1211412
1202632
1196082
1215175
1786393
1203285
1196834
1237706
1207863
1208429
1235287
1198813
1234220
1215697
1204393
1233402
1193945
1201972
1202705
1734941
2167946
1207926
1222266
1208829
1207800
1209834
1961302
1212544
1215632
2133198
2141363
2111415
1210554
2162485
1234575
1211694
1209646
1207844
1209103
1212068
1215238
1210404
1209975
1202740
1445725
1234949
1195619
1234356
1371184
1457272
1192782
1208816
2211437
1218424
1215678
1233559
1214459
1208483
1235951
1209759
1211738
1204125
1210124
1202572
1236153
1209681
1193097
1950434
1195892
1197333
1235597
1223577
1511281
1200383
1241005
1208477
1238541
1207178
1211056
1196222
1213769
2211428
1208734
1234730
1193638
1201276
1203165
1210261
1208333
1235115
1219114
1377947
1208241
1193675
1198069
1234298
1233811
1197249
1219616
1236197
1231362
1227915
1439798
2277018
1209515
1202259
1206502
1234480
1192757
1194853
1233552
1209312
1211322
1738231
1215938
1217869
1193838
1211697
1196994
1212967
1221510
1209752
1206574
1203742
1196233
1201152
1201938
1194105
2014232
1225848
1237853
1194478
1194958
1196597
1963141
1731788
1235932
1208955
1209676
1208233
1201913
1219181
1211467
1914364
1214983
1196277
2300191
1194524
1209283
1206653
1219392
1208377
1203924
1371186
1815298
1195656
1213198
1234948
1228836
1507657
1908741
1239734
1215976
1377902
1192952
1195837
1643470
1233406
1959748
1656957
1944773
1208803
1918723
1898317
1212127
1195627
1223542
1193250
1195181
1218402
1234896
1193313
1210328
1210542
1225249
1196062
1201228
2007507
2141367
1215434
1211240
2211433
2141625
1210453
2162804
1238875
1211410
1199434
1201003
1211055
1217131
2206698
1234040
1209704
1210254
1195821
1203806
1195696
1371169
1239382
1204837
2057105
1192688
1961353
1209287
2083260
1209500
1203823
1192494
1738234
1737803
1210466
1209841
1208805
1211708
1207804
1219787
1197279
1211669
1198949
2275061
1961303
1218120
1209320
1192527
1961279
1194473
1233942
1209973
1211901
1209979
1212563
1195812
2005469
1208110
1961367
1199262
1208939
1210565
1210127
1195608
1235938
1212913
1193323
1228857
1201224
1207906
1234918
1221477
1212138
1235960
1866950
1208855
1211079
1603905
1203991
1225259
1218166
1229903
1203186
1193895
1199362
2110025
2211435
1241178
2081628
1236211
1209989
1202505
2144764
1214854
1216778
1194523
1235422
1906613
1207042
2126181
1224174
1206784
1207575
2067915
1203284
1961141
1642940
1236224
1195028
1218725
1211054
1193706
1209649
1212683
1209583
2211430
1194167
1196220
1238729
1234205
1210463
1194449
1207916
1205177
1194854
2034414
1443902
1457269
1209376
1655837
1234933
1199155
1236116
1211552
1209743
1202248
1240286
1961354
1196314
1209673
1213126
1950436
1208055
1195716
1234118
1885321
1219873
1192702
1235481
1462804
1199587
1194353
1214419
1227158
1207003
1219438
1233956
1194423
1235090
1748480
1202090
1372385
1208858
1823031
1469376
1196641
1221034
1415136
1210462
1844847
1202109
1193756
1202324
1212965
1234519
1195832
1207925
1235352
1233721
1500618
1209305
2160820
1235428
1204560
1219215
1192315
1209261
1211157
2110076
1867442
1430729
1377178
1236323
1227612
1211345
1207850
1192435
1194534
1207726
1203951
1463614
1192909
1218379
1823044
1918726
1737804
1238098
1371112
2008629
1224566
1195941
1196221
1194471
2050700
1211595
1208876
1208122
1210225
1192838
1206680
1215004
2067083
1208540
1207743
2012730
2059152
1371211
1216175
1193746
2077567
1208578
1371084
1206792
2297563
1221025
1209650
2029571
1210190
2011472
1377039
1737800
1202993
1201660
1192486
1208385
1207015
1211480
1788920
1193253
1215428
1226071
1201809
1239234
1447892
1221411
1197763
1197584
1233785
1197501
1230299
1195582
1201932
1199478
1604315
1210669
1194313
1211641
1195770
1730964
1196813
1208044
1216894
2163121
1210010
1210587
1234917
1196341
1211855
1208811
1950437
1220604
1462799
1209345
1210804
1217291
1214150
1206790
1211023
1204434
1210476
1211929
1195668
1235906
1961138
1875072
1207907
1208895
1201763
1207909
2235280
1209629
1206783
1215465
1233607
1210015
1204864
1209512
1229955
1210171
1221501
1193916
1209726
1207410
1207081
1234417
1192269
1208143
1203303
1213013
1961276
1377054
1208613
1206516
1209418
1209323
1204190
1207387
1965626
1204394
2068210
1209313
2050472
1229411
1210053
1204410
1235441
2076804
1198381
1207937
1209499
1208099
1195634
1215258
1216124
1209262
1240281
1219358
1210235
1210427
1906612
1748478
1422040
1653988
1208653
2123528
1636948
1206905
1212973
1210506
1195101
2160816
1193159
2163120
1845484
1234498
1211747
1201749
1213230
1234488
1783504
1210175
1950442
1878116
1235330
1194451
1204395
1208441
1225271
1730203
1195811
1206373
1466187
1202255
1823415
1196814
1192425
1210482
1192526
1235981
1209685
1207707
1918774
1210217
1211680
1235203
1860323
1209845
1192854
1371124
1194640
1234881
1740946
1231596
1738232
1494456
1221890
1207939
1194636
1216463
1204738
1194418
1237068
1207150
1235950
2163685
1207914
2296179
1208935
1207854
1208366
2275065
1207013
1203757
1194751
1200248
2029570
1210011
1234129
1961299
2011467
1961272
1197975
2050471
2006080
2180486
1963778
1204919
1210508
1232751
1209532
1200057
1225542
2067956
1209278
1215942
1227059
1239831
1199352
1210046
1209488
1216721
1203215
1221412
1208063
1197560
1208131
1199579
1206301
1195586
1371085
1192338
1961350
1213135
1202413
1260567
1235252
1377030
1234007
2014096
1238521
1220767
2141360
1195325
1201882
2110079
1211514
1240371
2055465
2163141
1210524
1208379
1192485
1218038
2143670
1192687
1192541
2083254
1212697
1209206
1604320
1237150
1197065
1214301
1219640
1212492
1210451
1200137
1236014
1200427
1868603
1221185
1718594
1193836
1221145
1199949
1215667
1196876
1194354
1212532
1193095
1212938
1209480
1236355
1234456
1201271
1209659
1199056
1234247
1211723
1211737
1209335
1210438
1208527
1199843
1199628
1209728
1212482
1211045
1211140
1203265
1235500
1195170
1210128
1372363
1193314
1209951
1206656
1192302
1235443
1233899
1823565
1961134
1211425
1209715
1210142
1207938
1195302
1207151
1201337
1694173
1203273
1196291
1208563
1207333
1194882
1207319
1208767
